Round Made,Name,Year,Round of 32,Sweet 16,Elite 8,Final Four,Finals,Champion,SMII 32,SMII 16,SMII 8,SMII 4,SMII 2,SMII 1,Seed,Seed Points,Should Make it to,Conference Wins,Conference Losses,Conference PCT,Overall Wins,Overall Losses,Overall PCT,Non-Conf Wins,Non-Conf Losses,Non-Conf PCT,Points Scored/Game,Points Scored,Field Goal %,Field Goals Made,Field Goals Attempted,Field Goals Made/Game,Field Goals Attempted/Game,3 Point %,Free Throw %,Offensive Rebounds,Offensive Rebounds/Game,Defensive Rebounds,Defensive Rebounds/Game,Rebounds,Rebounds/Game,2 Points Made,2 Points Attempted,2 Points %,Free Throws Made,Free Throws Attempted,Free Throws Made/Game,Free Throws Attempted/Game,3 Points Made,3 Points Attempted,3 Points Made per Game,3 Points Attempted per Game,Assists,Assists per Game,Turnovers,Turnovers per Game,Assists/Turnovers,Steals,Steals per Game,Personal Fouls,Personal Fouls per Game,Steals/Turnovers,Steals/Fouls,Blocks,Blocks per Game,Blocks/Fouls,BPI Offense,BPI Defense,BPI,Strength of Resume,SOR Points,Strength of Schedule Rank,SOS Points,Conference Place,538 Ro32,538 S16,538 Elite 8,538 Final 4,Finals,Champion,Power Rating
3,North Carolina,2019,1,1,0,0,0,0,1,1,1,1,0,0,1,16,5,16,2,0.889,29,7,0.806,13,5,0.722,86.1,3099.6,0.464,1023,2207,28.42,61.31,0.365,0.742,431,11.97,1006,27.94,1437,39.9,734,1416,0.518,505,681,14.03,18.92,289,791,8.03,21.97,684,19.0,468.0,13.0,1.4615,259.2,7.2,566,15.72,0.55,0.46,126.0,3.5,0.22,10.7,8.2,18.9,4,257,5,324,2,0.98,0.86,0.57,0.35,0.18,0.09,93.2
3,Tennessee,2019,1,1,0,0,0,0,1,1,1,0,0,0,2,15,4,15,3,0.833,31,6,0.838,16,3,0.842,82.3,3045.1,0.498,991,1988,26.78,53.73,0.358,0.762,344,9.30,900,24.32,1244,33.6,766,1359,0.564,510,669,13.78,18.08,225,629,6.08,17.00,684.5,18.5,407.0,11.0,1.6818,225.7,6.1,575,15.54,0.55,0.39,199.8,5.4,0.35,11.4,5.7,17.1,6,255,23,306,2,0.95,0.69,0.44,0.21,0.11,0.05,91.3
3,LSU,2019,1,1,0,1,0,0,1,1,0,0,0,0,3,14,3,16,2,0.889,28,7,0.800,12,5,0.706,81.4,2849,0.462,912,1975,26.06,56.43,0.323,0.754,432,12.34,809,23.11,1241,35.5,693,1297,0.534,561,744,16.03,21.26,219,678,6.26,19.37,458.5,13.1,462.0,13.2,0.9924,318.5,9.1,597,17.06,0.69,0.53,150.5,4.3,0.25,8.5,4.2,12.7,14,247,28,301,7,0.84,0.5,0.16,0.04,0.01,0.005,86.4
3,Houston,2019,1,1,0,0,0,0,1,1,0,0,0,0,3,14,3,16,2,0.889,33,4,0.892,17,2,0.895,76.2,2819.4,0.456,865,1896,23.38,51.24,0.375,0.675,413,11.16,729,19.70,1142,30.9,578,1130,0.512,535,793,14.46,21.43,287,766,7.76,20.70,555,15.0,543.9,14.7,1.0204,288.6,7.8,629,17.00,0.53,0.46,66.6,1.8,0.11,7.7,8.1,15.8,15,246,38,291,1,0.89,0.53,0.23,0.1,0.03,0.01,87.9
3,Florida State,2019,1,1,0,0,0,0,1,1,0,0,0,0,4,13,3,13,5,0.722,29,8,0.784,16,3,0.842,74.9,2771.3,0.443,879,1984,23.76,53.62,0.336,0.741,389,10.51,882,23.84,1271,34.4,624,1224,0.510,534,721,14.43,19.49,255,760,6.89,20.54,477.3,12.9,499.5,13.5,0.9556,259.0,7.0,651,17.59,0.52,0.40,159.1,4.3,0.24,5.9,8.7,14.6,9,252,15,314,4,0.79,0.54,0.15,0.07,0.03,0.01,88.4
3,Virginia Tech,2019,1,1,0,0,0,0,1,1,0,0,0,0,4,13,3,12,6,0.667,26,9,0.743,14,3,0.824,74,2590,0.475,824,1733,23.54,49.51,0.394,0.758,285,8.14,758,21.66,1043,29.8,517,954,0.542,413,545,11.80,15.57,307,779,8.77,22.26,535.5,15.3,399.0,11.4,1.3421,234.5,6.7,489,13.97,0.59,0.48,80.5,2.3,0.16,9.9,6.7,16.6,16,245,26,303,5,0.89,0.62,0.19,0.1,0.04,0.02,89.3
3,Michigan,2019,1,1,0,0,0,0,1,1,1,0,0,0,2,15,4,15,5,0.750,30,7,0.811,15,2,0.882,70.7,2615.9,0.451,855,1894,23.11,51.19,0.351,0.695,279,7.54,877,23.70,1156,31.2,589,1137,0.518,357,514,9.65,13.89,266,757,7.19,20.46,514.3,13.9,329.3,8.9,1.5618,229.4,6.2,622,16.81,0.70,0.37,155.4,4.2,0.25,6.3,11.5,17.8,8,253,13,316,3,0.94,0.69,0.4,0.17,0.08,0.04,91
3,Oregon,2019,1,1,0,0,0,0,0,0,0,0,0,0,12,5,1,10,8,0.556,25,13,0.658,15,5,0.750,70.5,2679,0.450,886,1971,23.32,51.87,0.343,0.719,340,8.95,865,22.76,1205,31.7,620,1196,0.518,429,597,11.29,15.71,266,775,7.00,20.39,505.4,13.3,448.4,11.8,1.1271,296.4,7.8,622,16.37,0.66,0.48,159.6,4.2,0.26,3.7,7.8,11.5,47,214,34,295,6,0.40,0.19,0.03,0.006,0.002,0,82.6
3,North Carolina,2019,1,1,0,0,0,0,1,1,1,1,0,0,1,16,5,16,2,0.889,29,7,0.806,13,5,0.722,86.1,3099.6,0.464,1023,2207,28.42,61.31,0.365,0.742,431,11.97,1006,27.94,1437,39.9,734,1416,0.518,505,681,14.03,18.92,289,791,8.03,21.97,684,19.0,468.0,13.0,1.4615,259.2,7.2,566,15.72,0.55,0.46,126.0,3.5,0.22,10.7,8.2,18.9,4,257,5,324,2,0.98,0.86,0.57,0.35,0.18,0.09,93.2
3,Tennessee,2019,1,1,0,0,0,0,1,1,1,0,0,0,2,15,4,15,3,0.833,31,6,0.838,16,3,0.842,82.3,3045.1,0.498,991,1988,26.78,53.73,0.358,0.762,344,9.30,900,24.32,1244,33.6,766,1359,0.564,510,669,13.78,18.08,225,629,6.08,17.00,684.5,18.5,407.0,11.0,1.6818,225.7,6.1,575,15.54,0.55,0.39,199.8,5.4,0.35,11.4,5.7,17.1,6,255,23,306,2,0.95,0.69,0.44,0.21,0.11,0.05,91.3
3,LSU,2019,1,1,0,1,0,0,1,1,0,0,0,0,3,14,3,16,2,0.889,28,7,0.800,12,5,0.706,81.4,2849,0.462,912,1975,26.06,56.43,0.323,0.754,432,12.34,809,23.11,1241,35.5,693,1297,0.534,561,744,16.03,21.26,219,678,6.26,19.37,458.5,13.1,462.0,13.2,0.9924,318.5,9.1,597,17.06,0.69,0.53,150.5,4.3,0.25,8.5,4.2,12.7,14,247,28,301,7,0.84,0.5,0.16,0.04,0.01,0.005,86.4
3,Houston,2019,1,1,0,0,0,0,1,1,0,0,0,0,3,14,3,16,2,0.889,33,4,0.892,17,2,0.895,76.2,2819.4,0.456,865,1896,23.38,51.24,0.375,0.675,413,11.16,729,19.70,1142,30.9,578,1130,0.512,535,793,14.46,21.43,287,766,7.76,20.70,555,15.0,543.9,14.7,1.0204,288.6,7.8,629,17.00,0.53,0.46,66.6,1.8,0.11,7.7,8.1,15.8,15,246,38,291,1,0.89,0.53,0.23,0.1,0.03,0.01,87.9
3,Florida State,2019,1,1,0,0,0,0,1,1,0,0,0,0,4,13,3,13,5,0.722,29,8,0.784,16,3,0.842,74.9,2771.3,0.443,879,1984,23.76,53.62,0.336,0.741,389,10.51,882,23.84,1271,34.4,624,1224,0.510,534,721,14.43,19.49,255,760,6.89,20.54,477.3,12.9,499.5,13.5,0.9556,259.0,7.0,651,17.59,0.52,0.40,159.1,4.3,0.24,5.9,8.7,14.6,9,252,15,314,4,0.79,0.54,0.15,0.07,0.03,0.01,88.4
3,Virginia Tech,2019,1,1,0,0,0,0,1,1,0,0,0,0,4,13,3,12,6,0.667,26,9,0.743,14,3,0.824,74,2590,0.475,824,1733,23.54,49.51,0.394,0.758,285,8.14,758,21.66,1043,29.8,517,954,0.542,413,545,11.80,15.57,307,779,8.77,22.26,535.5,15.3,399.0,11.4,1.3421,234.5,6.7,489,13.97,0.59,0.48,80.5,2.3,0.16,9.9,6.7,16.6,16,245,26,303,5,0.89,0.62,0.19,0.1,0.04,0.02,89.3
3,Michigan,2019,1,1,0,0,0,0,1,1,1,0,0,0,2,15,4,15,5,0.750,30,7,0.811,15,2,0.882,70.7,2615.9,0.451,855,1894,23.11,51.19,0.351,0.695,279,7.54,877,23.70,1156,31.2,589,1137,0.518,357,514,9.65,13.89,266,757,7.19,20.46,514.3,13.9,329.3,8.9,1.5618,229.4,6.2,622,16.81,0.70,0.37,155.4,4.2,0.25,6.3,11.5,17.8,8,253,13,316,3,0.94,0.69,0.4,0.17,0.08,0.04,91
3,Oregon,2019,1,1,0,0,0,0,0,0,0,0,0,0,12,5,1,10,8,0.556,25,13,0.658,15,5,0.750,70.5,2679,0.450,886,1971,23.32,51.87,0.343,0.719,340,8.95,865,22.76,1205,31.7,620,1196,0.518,429,597,11.29,15.71,266,775,7.00,20.39,505.4,13.3,448.4,11.8,1.1271,296.4,7.8,622,16.37,0.66,0.48,159.6,4.2,0.26,3.7,7.8,11.5,47,214,34,295,6,0.40,0.19,0.03,0.006,0.002,0,82.6
2,Buffalo,2019,1,0,0,0,0,0,1,0,0,0,0,0,6,11,2,16,2,0.889,32,4,0.889,16,2,0.889,84.9,3056.4,0.462,1033,2234,28.69,62.06,0.335,0.691,431,11.97,966,26.83,1397,38.8,708,1265,0.560,497,719,13.81,19.97,325,969,9.03,26.92,608.4,16.9,421.2,11.7,1.4444,262.8,7.3,617,17.14,0.62,0.43,147.6,4.1,0.24,7,5.6,12.6,19,242,43,286,1,0.69,0.25,0.09,0.03,0.009,0.003,85.7
2,Murray State,2019,1,0,0,0,0,0,0,0,0,0,0,0,12,5,1,16,2,0.889,28,5,0.848,12,3,0.800,83.3,2748.9,0.496,938,1890,28.42,57.27,0.348,0.738,336,10.18,839,25.42,1175,35.6,696,1195,0.582,464,629,14.06,19.06,242,695,7.33,21.06,597.3,18.1,398.0,12.1,1.5008,250.1,7.6,505,15.30,0.63,0.50,151.1,4.6,0.30,5.8,3.2,9,37,224,51,278,1,0.36,0.11,0.02,0.005,0.001,0,81.3
2,Wofford,2019,1,0,0,0,0,0,1,0,0,0,0,0,7,10,2,18,0,1.000,30,5,0.857,12,5,0.706,83,2905,0.493,997,2022,28.49,57.77,0.416,0.699,350,10.00,820,23.43,1170,33.4,633,1148,0.551,381,545,10.89,15.57,364,874,10.40,24.97,539,15.4,380.8,10.9,1.4154,240.8,6.9,558,15.94,0.63,0.43,105.0,3.0,0.19,9.9,4.4,14.3,20,241,40,289,1,0.63,0.19,0.08,0.03,0.007,0.002,84.4
2,Iowa,2019,1,0,0,0,0,0,0,0,0,0,0,0,10,7,1,10,10,0.500,23,12,0.657,13,2,0.867,78.3,2740.5,0.455,862,1894,24.63,54.11,0.361,0.740,341,9.74,838,23.94,1179,33.7,595,1155,0.515,593,801,16.94,22.89,267,739,7.63,21.11,549.5,15.7,423.5,12.1,1.2975,217.0,6.2,529,15.11,0.51,0.41,115.5,3.3,0.22,8.9,1.6,10.5,23,238,19,310,6,0.32,0.07,0.03,0.006,0.002,0,82.4
2,Kansas,2019,1,0,0,0,0,0,1,1,0,0,0,0,4,13,3,12,6,0.667,26,10,0.722,14,4,0.778,75.4,2714.4,0.462,928,2008,25.78,55.78,0.350,0.697,353,9.81,941,26.14,1294,35.9,682,1306,0.522,461,661,12.81,18.36,246,702,6.83,19.50,478.8,13.3,482.4,13.4,0.9925,248.4,6.9,574,15.94,0.51,0.43,140.4,3.9,0.24,6.9,7.3,14.2,13,248,2,327,3,0.83,0.38,0.16,0.08,0.03,0.01,86.3
2,Villanova,2019,1,0,0,0,0,0,1,0,0,0,0,0,6,11,2,13,5,0.722,26,10,0.722,13,5,0.722,74.5,2682,0.439,840,1912,23.33,53.11,0.353,0.713,357,9.92,847,23.53,1204,33.4,479,889,0.539,481,675,13.36,18.75,361,1023,10.03,28.42,514.8,14.3,405.4,11.3,1.2700,194.8,5.4,558,15.50,0.48,0.35,109.1,3.0,0.20,8.5,4,12.5,24,237,30,299,1,0.75,0.39,0.15,0.05,0.02,0.007,87
2,Liberty,2019,1,0,0,0,0,0,0,0,0,0,0,0,12,5,1,14,2,0.875,29,7,0.806,15,5,0.750,74,2664,0.490,921,1878,25.58,52.17,0.367,0.771,265,7.36,849,23.58,1114,30.9,621,1061,0.585,374,485,10.39,13.47,300,817,8.33,22.69,536.4,14.9,396.0,11.0,1.3545,230.4,6.4,513,14.25,0.58,0.45,97.2,2.7,0.19,4.2,3.3,7.5,48,213,52,277,1,0.21,0.04,0.004,0.001,0,0,78
2,UC Irvine,2019,1,0,0,0,0,0,0,0,0,0,0,0,13,4,1,15,1,0.938,31,6,0.838,16,5,0.762,72.9,2697.3,0.459,945,2058,25.54,55.62,0.361,0.696,412,11.14,999,27.00,1411,38.1,707,1398,0.506,423,608,11.43,16.43,238,660,6.43,17.84,488.4,13.2,434.4,11.7,1.1244,210.5,5.7,648,17.51,0.48,0.32,157.6,4.3,0.24,1.1,4.4,5.5,42,219,54,275,1,0.23,0.07,0.006,0,0,0,78.4
2,UCF,2019,1,0,0,0,0,0,0,0,0,0,0,0,9,8,1,13,5,0.722,24,9,0.727,11,4,0.733,72.1,2379.3,0.463,765,1652,23.18,50.06,0.354,0.645,304,9.21,835,25.30,1139,34.5,554,1056,0.525,495,767,15.00,23.24,211,596,6.39,18.06,438.9,13.3,389.7,11.8,1.1262,189.4,5.7,524,15.88,0.49,0.36,147.8,4.5,0.28,4.5,6,10.5,34,227,36,293,3,0.50,0.04,0.01,0.004,0.001,0,81.7
2,Baylor,2019,1,0,0,0,0,0,0,0,0,0,0,0,9,8,1,10,8,0.556,20,14,0.588,10,6,0.625,71.7,2437.8,0.440,816,1854,24.00,54.53,0.340,0.674,429,12.62,787,23.15,1216,35.8,562,1106,0.508,407,604,11.97,17.76,254,748,7.47,22.00,469.2,13.8,452.2,13.3,1.0376,207.4,6.1,599,17.62,0.46,0.35,163.2,4.8,0.27,6.7,3.6,10.3,35,226,20,309,4,0.40,0.04,0.01,0.004,0,0,80.8
2,Maryland,2019,1,0,0,0,0,0,1,0,0,0,0,0,6,11,2,13,7,0.650,23,11,0.676,10,4,0.714,71.3,2424.2,0.454,807,1777,23.74,52.26,0.353,0.748,351,10.32,902,26.53,1253,36.9,575,1120,0.513,437,584,12.85,17.18,232,657,6.82,19.32,448.8,13.2,446.4,13.1,1.0053,147.6,4.3,495,14.56,0.33,0.30,161.5,4.8,0.33,6.1,5.9,12,21,240,18,311,5,0.65,0.32,0.13,0.04,0.01,0.004,84.8
2,Oklahoma,2019,1,0,0,0,0,0,0,0,0,0,0,0,9,8,1,7,11,0.389,20,14,0.588,13,3,0.813,71.2,2420.8,0.445,830,1864,24.41,54.82,0.342,0.691,295,8.68,908,26.71,1203,35.4,618,1245,0.496,405,586,11.91,17.24,212,619,6.24,18.21,431.8,12.7,202.0,5.9,2.1380,414.5,12.2,504,14.82,2.05,0.82,105.1,3.1,0.21,4,6.6,10.6,30,231,7,322,7,0.53,0.06,0.03,0.008,0.003,0,83
2,Minnesota,2019,1,0,0,0,0,0,0,0,0,0,0,0,10,7,1,9,11,0.450,22,14,0.611,13,3,0.813,70.8,2548.8,0.437,840,1922,23.33,53.39,0.321,0.679,389,10.81,870,24.17,1259,35.0,662,1368,0.484,549,808,15.25,22.44,178,554,4.94,15.39,536.4,14.9,432.0,12.0,1.2417,172.4,4.8,550,15.28,0.40,0.31,144.0,4.0,0.26,3.7,4.4,8.1,28,233,10,319,7,0.32,0.06,0.02,0.003,0.001,0,80.8
2,Washington,2019,1,0,0,0,0,0,0,0,0,0,0,0,9,8,1,15,3,0.833,27,9,0.750,12,6,0.667,69.8,2512.8,0.453,835,1845,23.19,51.25,0.346,0.694,322,8.94,752,20.89,1074,29.8,581,1111,0.523,450,648,12.50,18.00,254,734,7.06,20.39,421.2,11.7,479.5,13.3,0.8784,324.0,9.0,625,17.36,0.68,0.52,206.6,5.7,0.33,2.3,6.4,8.7,27,234,32,297,1,0.49,0.07,0.02,0.006,0.002,0,82.6
2,Ohio State,2019,1,0,0,0,0,0,0,0,0,0,0,0,11,6,1,8,12,0.400,20,15,0.571,12,3,0.800,69.6,2436,0.437,797,1824,22.77,52.11,0.343,0.734,412,11.77,999,28.54,1411,40.3,548,1099,0.499,455,620,13.00,17.71,249,725,7.11,20.71,497,14.2,439.3,12.6,1.1315,206.9,5.9,591,16.89,0.47,0.35,88.2,2.5,0.15,3.5,6.3,9.8,33,228,11,318,8,0.33,0.12,0.04,0.01,0.003,0,82.6
2,Florida,2019,1,0,0,0,0,0,0,0,0,0,0,0,10,7,1,9,9,0.500,20,16,0.556,11,7,0.611,68.3,2458.8,0.427,814,1907,22.61,52.97,0.335,0.718,361,10.03,777,21.58,1138,31.6,537,1079,0.498,416,579,11.56,16.08,277,828,7.69,23.00,439.2,12.2,424.8,11.8,1.0339,259.2,7.2,582,16.17,0.61,0.45,133.2,3.7,0.23,4.4,7.2,11.6,39,222,12,317,8,0.42,0.11,0.04,0.01,0.003,0.001,84
2,Buffalo,2019,1,0,0,0,0,0,1,0,0,0,0,0,6,11,2,16,2,0.889,32,4,0.889,16,2,0.889,84.9,3056.4,0.462,1033,2234,28.69,62.06,0.335,0.691,431,11.97,966,26.83,1397,38.8,708,1265,0.560,497,719,13.81,19.97,325,969,9.03,26.92,608.4,16.9,421.2,11.7,1.4444,262.8,7.3,617,17.14,0.62,0.43,147.6,4.1,0.24,7,5.6,12.6,19,242,43,286,1,0.69,0.25,0.09,0.03,0.009,0.003,85.7
2,Murray State,2019,1,0,0,0,0,0,0,0,0,0,0,0,12,5,1,16,2,0.889,28,5,0.848,12,3,0.800,83.3,2748.9,0.496,938,1890,28.42,57.27,0.348,0.738,336,10.18,839,25.42,1175,35.6,696,1195,0.582,464,629,14.06,19.06,242,695,7.33,21.06,597.3,18.1,398.0,12.1,1.5008,250.1,7.6,505,15.30,0.63,0.50,151.1,4.6,0.30,5.8,3.2,9,37,224,51,278,1,0.36,0.11,0.02,0.005,0.001,0,81.3
2,Wofford,2019,1,0,0,0,0,0,1,0,0,0,0,0,7,10,2,18,0,1.000,30,5,0.857,12,5,0.706,83,2905,0.493,997,2022,28.49,57.77,0.416,0.699,350,10.00,820,23.43,1170,33.4,633,1148,0.551,381,545,10.89,15.57,364,874,10.40,24.97,539,15.4,380.8,10.9,1.4154,240.8,6.9,558,15.94,0.63,0.43,105.0,3.0,0.19,9.9,4.4,14.3,20,241,40,289,1,0.63,0.19,0.08,0.03,0.007,0.002,84.4
2,Iowa,2019,1,0,0,0,0,0,0,0,0,0,0,0,10,7,1,10,10,0.500,23,12,0.657,13,2,0.867,78.3,2740.5,0.455,862,1894,24.63,54.11,0.361,0.740,341,9.74,838,23.94,1179,33.7,595,1155,0.515,593,801,16.94,22.89,267,739,7.63,21.11,549.5,15.7,423.5,12.1,1.2975,217.0,6.2,529,15.11,0.51,0.41,115.5,3.3,0.22,8.9,1.6,10.5,23,238,19,310,6,0.32,0.07,0.03,0.006,0.002,0,82.4
2,Kansas,2019,1,0,0,0,0,0,1,1,0,0,0,0,4,13,3,12,6,0.667,26,10,0.722,14,4,0.778,75.4,2714.4,0.462,928,2008,25.78,55.78,0.350,0.697,353,9.81,941,26.14,1294,35.9,682,1306,0.522,461,661,12.81,18.36,246,702,6.83,19.50,478.8,13.3,482.4,13.4,0.9925,248.4,6.9,574,15.94,0.51,0.43,140.4,3.9,0.24,6.9,7.3,14.2,13,248,2,327,3,0.83,0.38,0.16,0.08,0.03,0.01,86.3
2,Villanova,2019,1,0,0,0,0,0,1,0,0,0,0,0,6,11,2,13,5,0.722,26,10,0.722,13,5,0.722,74.5,2682,0.439,840,1912,23.33,53.11,0.353,0.713,357,9.92,847,23.53,1204,33.4,479,889,0.539,481,675,13.36,18.75,361,1023,10.03,28.42,514.8,14.3,405.4,11.3,1.2700,194.8,5.4,558,15.50,0.48,0.35,109.1,3.0,0.20,8.5,4,12.5,24,237,30,299,1,0.75,0.39,0.15,0.05,0.02,0.007,87
2,Liberty,2019,1,0,0,0,0,0,0,0,0,0,0,0,12,5,1,14,2,0.875,29,7,0.806,15,5,0.750,74,2664,0.490,921,1878,25.58,52.17,0.367,0.771,265,7.36,849,23.58,1114,30.9,621,1061,0.585,374,485,10.39,13.47,300,817,8.33,22.69,536.4,14.9,396.0,11.0,1.3545,230.4,6.4,513,14.25,0.58,0.45,97.2,2.7,0.19,4.2,3.3,7.5,48,213,52,277,1,0.21,0.04,0.004,0.001,0,0,78
2,UC Irvine,2019,1,0,0,0,0,0,0,0,0,0,0,0,13,4,1,15,1,0.938,31,6,0.838,16,5,0.762,72.9,2697.3,0.459,945,2058,25.54,55.62,0.361,0.696,412,11.14,999,27.00,1411,38.1,707,1398,0.506,423,608,11.43,16.43,238,660,6.43,17.84,488.4,13.2,434.4,11.7,1.1244,210.5,5.7,648,17.51,0.48,0.32,157.6,4.3,0.24,1.1,4.4,5.5,42,219,54,275,1,0.23,0.07,0.006,0,0,0,78.4
2,UCF,2019,1,0,0,0,0,0,0,0,0,0,0,0,9,8,1,13,5,0.722,24,9,0.727,11,4,0.733,72.1,2379.3,0.463,765,1652,23.18,50.06,0.354,0.645,304,9.21,835,25.30,1139,34.5,554,1056,0.525,495,767,15.00,23.24,211,596,6.39,18.06,438.9,13.3,389.7,11.8,1.1262,189.4,5.7,524,15.88,0.49,0.36,147.8,4.5,0.28,4.5,6,10.5,34,227,36,293,3,0.50,0.04,0.01,0.004,0.001,0,81.7
2,Baylor,2019,1,0,0,0,0,0,0,0,0,0,0,0,9,8,1,10,8,0.556,20,14,0.588,10,6,0.625,71.7,2437.8,0.440,816,1854,24.00,54.53,0.340,0.674,429,12.62,787,23.15,1216,35.8,562,1106,0.508,407,604,11.97,17.76,254,748,7.47,22.00,469.2,13.8,452.2,13.3,1.0376,207.4,6.1,599,17.62,0.46,0.35,163.2,4.8,0.27,6.7,3.6,10.3,35,226,20,309,4,0.40,0.04,0.01,0.004,0,0,80.8
2,Maryland,2019,1,0,0,0,0,0,1,0,0,0,0,0,6,11,2,13,7,0.650,23,11,0.676,10,4,0.714,71.3,2424.2,0.454,807,1777,23.74,52.26,0.353,0.748,351,10.32,902,26.53,1253,36.9,575,1120,0.513,437,584,12.85,17.18,232,657,6.82,19.32,448.8,13.2,446.4,13.1,1.0053,147.6,4.3,495,14.56,0.33,0.30,161.5,4.8,0.33,6.1,5.9,12,21,240,18,311,5,0.65,0.32,0.13,0.04,0.01,0.004,84.8
2,Oklahoma,2019,1,0,0,0,0,0,0,0,0,0,0,0,9,8,1,7,11,0.389,20,14,0.588,13,3,0.813,71.2,2420.8,0.445,830,1864,24.41,54.82,0.342,0.691,295,8.68,908,26.71,1203,35.4,618,1245,0.496,405,586,11.91,17.24,212,619,6.24,18.21,431.8,12.7,202.0,5.9,2.1380,414.5,12.2,504,14.82,2.05,0.82,105.1,3.1,0.21,4,6.6,10.6,30,231,7,322,7,0.53,0.06,0.03,0.008,0.003,0,83
2,Minnesota,2019,1,0,0,0,0,0,0,0,0,0,0,0,10,7,1,9,11,0.450,22,14,0.611,13,3,0.813,70.8,2548.8,0.437,840,1922,23.33,53.39,0.321,0.679,389,10.81,870,24.17,1259,35.0,662,1368,0.484,549,808,15.25,22.44,178,554,4.94,15.39,536.4,14.9,432.0,12.0,1.2417,172.4,4.8,550,15.28,0.40,0.31,144.0,4.0,0.26,3.7,4.4,8.1,28,233,10,319,7,0.32,0.06,0.02,0.003,0.001,0,80.8
2,Washington,2019,1,0,0,0,0,0,0,0,0,0,0,0,9,8,1,15,3,0.833,27,9,0.750,12,6,0.667,69.8,2512.8,0.453,835,1845,23.19,51.25,0.346,0.694,322,8.94,752,20.89,1074,29.8,581,1111,0.523,450,648,12.50,18.00,254,734,7.06,20.39,421.2,11.7,479.5,13.3,0.8784,324.0,9.0,625,17.36,0.68,0.52,206.6,5.7,0.33,2.3,6.4,8.7,27,234,32,297,1,0.49,0.07,0.02,0.006,0.002,0,82.6
2,Ohio State,2019,1,0,0,0,0,0,0,0,0,0,0,0,11,6,1,8,12,0.400,20,15,0.571,12,3,0.800,69.6,2436,0.437,797,1824,22.77,52.11,0.343,0.734,412,11.77,999,28.54,1411,40.3,548,1099,0.499,455,620,13.00,17.71,249,725,7.11,20.71,497,14.2,439.3,12.6,1.1315,206.9,5.9,591,16.89,0.47,0.35,88.2,2.5,0.15,3.5,6.3,9.8,33,228,11,318,8,0.33,0.12,0.04,0.01,0.003,0,82.6
2,Florida,2019,1,0,0,0,0,0,0,0,0,0,0,0,10,7,1,9,9,0.500,20,16,0.556,11,7,0.611,68.3,2458.8,0.427,814,1907,22.61,52.97,0.335,0.718,361,10.03,777,21.58,1138,31.6,537,1079,0.498,416,579,11.56,16.08,277,828,7.69,23.00,439.2,12.2,424.8,11.8,1.0339,259.2,7.2,582,16.17,0.61,0.45,133.2,3.7,0.23,4.4,7.2,11.6,39,222,12,317,8,0.42,0.11,0.04,0.01,0.003,0.001,84
1,Belmont,2019,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,16,2,0.889,27,6,0.818,11,4,0.733,87.4,2884.2,0.499,987,1976,29.91,59.88,0.373,0.738,277,8.39,928,28.12,1205,36.5,662,1105,0.599,411,557,12.45,16.88,325,871,9.85,26.39,656.7,19.9,383.1,11.6,1.7140,225.7,6.8,481,14.58,0.59,0.47,124.4,3.8,0.26,7.5,1.9,9.4,38,223,48,281,2,0.22,0.09,0.02,0.004,0,0,80.7
1,Nevada,2019,0,0,0,0,0,0,1,0,0,0,0,0,7,10,2,15,3,0.833,29,5,0.853,14,2,0.875,80.7,2743.8,0.466,905,1944,26.62,57.18,0.351,0.708,307,9.03,926,27.24,1233,36.3,613,1113,0.551,560,791,16.47,23.26,292,831,8.59,24.44,510,15.0,346.8,10.2,1.4706,210.8,6.2,563,16.56,0.61,0.37,132.6,3.9,0.24,7.1,5.7,12.8,29,232,46,283,1,0.58,0.18,0.1,0.04,0.01,0.004,86.1
1,Yale,2019,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,10,4,0.714,22,8,0.733,12,4,0.750,80.6,2418,0.494,834,1687,27.80,56.23,0.370,0.725,245,8.17,845,28.17,1090,36.3,617,1101,0.560,371,512,12.37,17.07,217,586,7.23,19.53,519,17.3,402.0,13.4,1.2910,180.0,6.0,476,15.87,0.45,0.38,129.0,4.3,0.27,4.8,1.6,6.4,51,210,49,280,1,0.16,0.04,0.006,0,0,0,77.1
1,Utah State,2019,0,0,0,0,0,0,1,0,0,0,0,0,8,9,2,15,3,0.833,28,7,0.800,13,4,0.765,79.2,2772,0.474,940,1985,26.86,56.71,0.355,0.747,368,10.51,1000,28.57,1368,39.1,673,1233,0.546,543,727,15.51,20.77,267,752,7.63,21.49,602,17.2,437.5,12.5,1.3760,217.0,6.2,631,18.03,0.50,0.34,147.0,4.2,0.23,5.7,4.4,10.1,36,225,45,284,2,0.51,0.07,0.02,0.007,0.002,0,82.3
1,Northern Kentucky,2019,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,13,5,0.722,26,9,0.743,13,4,0.765,79.1,2768.5,0.481,956,1986,27.31,56.74,0.366,0.665,361,10.31,898,25.66,1259,36.0,655,1163,0.563,477,717,13.63,20.49,301,823,8.60,23.51,598.5,17.1,434.0,12.4,1.3790,217.0,6.2,647,18.49,0.50,0.34,140.0,4.0,0.22,2.8,2.1,4.9,56,205,59,270,1,0.09,0.03,0.004,0,0,0,77.3
